RecID	Fname	Lname	Nbr	Address	City	State	Zip	PO Box	POCity	POState	POZip	SSN	Year	DOB
A932309	J	CARO	2300	N SHERMAN CIR #   	MIRAMAR	FL	33025	BOX 27980D6	Miramar	Fl	33027	74989105	2021	11/18/2021
A919293	IVAN	CARO	311	LONELY HILL WAY    	Antelope	Ca	95843					31067620		
A914970	DANA	CARO	9501	"DANIELS MILL DR WE,   "	JACKSONVILLE	FL	32244					74989105	1921	1921//
A912950	Dana	Caro	4658	SABAL KEY DR    	BRADENTONI	FLA.	34203	po box 21161	Bradenton	Fl	34204	74981905	1921	11/18/1921
A986825	nada	carpenetr	7709	VARIEL AVE     	CANOGA PIARK	CA	91304					99077000		
A959379	BENT	CARPENETR	13709	CHANNEL WLN     	WATERFORD	CA	95386					6177013	1969	2/28/1969
A937930	KEVIN	CARPENETR	5221	Kungsting Way     	Elk Grove	California	95757e					315072703	2010	9/20/2010
A997490	L	CARPENTER	31655	mayew lane     	Menifee	Ca	92584					6177103	1969	2/28/1969
A997304	LARRY	CARPENTER	11924	WEST FOREST HILL BOULEVARD   	wellington	florida	33414					97035311		
A995164	JOHN	CARPENTER	30442	La Ve     	launa niguel	ca	92677	Post Office Box 814	LAGUNA NIGUEL	CA	92607			
A992537	SUSANNA	CARPENTER	300	CALIFORNIA AVE APRT 15   	SANTA MONICA	CA	90403					27012011	1949	1949//
A991659	KEVIN	CARPENTER	22975	mission drive     	Carson	Ca	90745	Box 11792	CARSON	CA	90749			
A987962	nellie	carpenter	9439	doheny rd     	SANTEE	CA	92071					135721479		
A985157	KEVIN	CARPENTER	2748	MALVEZRN AVN     	HOT SPRINGS NATIONAL PARK		ARK	Po Bolx 1921	hot springs national park	arkan	71902u	135072703	2010	9/20/2010
A984618	franklny	carpenter	1314	SW 4TH ST    	FT LAUDERDALE	FL	33312					99078425	1974	1974//
A984150	John	Carpenter	9439	DOHNY RD     	Csantee	California	92071					135720805		
A981984	FRANKLYN	CARPENTER	1314	SW 4TH XSTRT    	Ft Lauderdale	Fl	33312							
A978267	nellie	carpenter	3170	LAS FLORES WAY    	THOUSAND PALMS	CALI	92276							
A976040	JOHN	CARPENTER	9439	Doheny Rd     	SANTEE	CA	92071							
A975013	e	carpenter	21672	Windam Run     	ESTERO	FL	3398					27010211		
A973773	LARRY	CARPENTER	1585	Georgetown Dr     	LAKELAND	FL	33811	PO BOX 2728	Lakeland	Fl	33806	79035311		
A967857	KEVIN	CARPENTER	30496	TERRELL ROAD     	TRUMANN	AR	72472					135072730		
A965086	JOHANNES	CARPENTER	22274	Crystal Faldls Court    	SONORA	CA	95370							
A956424	Ebnt	Carpenter	13709	Hannel Ln     	WATERFORD	CA	95386					6170713		
A953859	ANN	CARPENTER	300	California Ave Apt 15   	Santa Monica	Ca	90403					27012011		
A952368	Franklyn	Carpenter	652	EASTWOOD DR     	sanger	california	93657						1974	4/16/1974
A947631	KEVIN	CARPENTER	218	WARWICK ST     	Daly City Calif. 94015			OX 2630	Daly City	Ca	94017	135077203	2010	9/20/2010
A946016	RACHAEL	CARPENTER	3025	Contut Ct     	SPRING VALLEY	CALI	91977					32548958		
A945481	BENT	CARPENTER	1226	MONTE SERENO AVEN    	CHULA VISTA	CA	91913	POST OFFICE 1657	CHULA VISA	CA	91912	6177013		
A933349	Larry	Carpenter	295	HERONWOOD CIR     	DELTONA	FLORIDA	32725	APARTADO5635	DELTONA	FLORIDA	2728	97053311		
A932799	KEVIN	CARPENTER	5221	kungsting way     	EK GROVE	CA	95757					315072703		
A929164	BENT	CARPENTER	31655	mayhew lane     	menifee	california	92584					6177031		
A925615	bent	carpenter	11715	hobday rdl     	WILTON	CA	95693					6177013		
A924620	larry	carpenter	1461	Belleshore Cir     	JACKSONVILE	FL	32218	Post 5314	JACKSONVILLE	FL	32247	97035311	1956	1956//
A919510	JOHN	CARPENTER	22274	CRYSTAL FALLS CT    	SONORA	CALI	95370					153728005		
A917115	Susanna	Carpenter	204	regent cir     	INGLEWOOD	CA	90301	Po Box 1607	inglewood	calif	90308	27012011		
A916527	Lawrence	Carpenter	3480	Granada Avenu At 277   	SANTA CLARA	CA	95051	po box 360	SANTA CLARA	CA	95055	79035311		
A916021	DEE	CARPENTER	7709	VARIEL AVN     	canoga paork	california	91304					90977000		
A913963	Ann	Carpenter	10859	cambay cir     	BOYNTN BEACH	FL	33437	Po Bo 243722	Boyton Beach	Florida	33424	27010211		
A911473	NANCY	CARPENTER	21672	windam run     	esterox	fl	33928					27012011		
A908228	FRANKLYN	CARPENTER	1314	HSW 4TH ST    	FT LAUDERDALE	FL	33312					99078425		
A976549	NAIDNE	CARPENTRE	652EASTWOOD	DRIVE      	SANGER	CA	93657					99070700		
A960545	MABEL	CARPENTRE	4125	southwest 76thg ave    	davie	florida	33328					97010799		
A931204	kevin	carpentre	221	KUNGSTING WAY     	ELK GROVE	CA	95757							
A990418	Carmen	Carpio	239	ROCK HARBOR LN    	FOSTER CITY	CA	94404					163645710		
A948625	JOHN	CARPNETER	31720	las flores way    	THOUSAND PALMS	CA	92276					135728005		
A997223	Luis	Carr	22030	dolomite drv     	san antonio	texxas	78259	PO BOX 690362	SAN ANTONIO	TX	78269	62390708		
A993521	Yi	Carr	6260	Sw 188th Ave    	SOUTHWEST RANCHES	FL	33332					75405853		
A991614	alfonso	carr	2350	CYPESS POND ROAD APT   	Palm Harbor	Fl	34683					135350942	1946	8/3/1946
A989722	FRANCISCO	CARR	1411west	Kentucky Aven   260  	MIDLAND		TX					160553457		
A981357	FRANCISCO	CARR	290	ALDEBURGH CIR     	sacramento	ca	95834					160554357	1957	5/10/1957
A981326	francisco	carr	15050	COPPER GROVE BLVD APT   	HOUSTON	TX	77095	Po Box 280034	houston	tx	77228			
A978923	francisco	carr	2245	Roosevelt Ave     	Redwood City	Ca	94061							
A977190	YI	CARR	6260	SW 188TH AVE    	SOUTHWEST RANCHES	FL	33332					75405583	1935	1935//
A976288	IERNE	CARR	396	maduro str     	WINDSOR	CA	95492					117207420	1915	1915//
A970611	Jaime	Carr	13635	CYNTHIA LN APT 4   	Poway	California	92064	PO BOX 144	POWAY	CA	92074			
A967668	Leah	Carr	743	ROLLING RIDGE LN    	DUNCANVILLE	TEXASP	75116					31050727		
A966975	N	CARR	9035	burr st     	Oakland	Ca	94605							
A966483	Francisco	Carr	290	ALDEBURGH CIR     	SACRAMENTO	CA	95834							
A962834	paul	carr	3701	nations ave     	El Paso	Tx	79930					97220080		
A958750	Nicole	Carr	1753	Flint Reek Way    	SAN JOSE	CA	95148					166610358	1962	1962//
A956835	Melvin	Carr	8390	SUMER AVNUE     	FORT MYERS	FL	33908	po box 7586	FORT MYERS	FL	33911	129653868		
A955143	Irene	Carr	3916	ANTIEM WST     	san dieo	cali	92111	POST 45236	SAN DIEGO	CA	92145	117207420		
A952995	ALFONSO	CARR	2350	Cypress Pond Road Apt   	Palzm Harbor	Fl	34683					135305942		
A952234	yi	carr	140	GLENDALE ST APT 418   	LAKELAND	FL	33803	po ox 2728	LAKELAND	FL	33806	75405853		
A952168	A	Carr	301	NORTHSIDE      	quinla	tx	75474	PO OX 2559	quinlan	tx	75474			
A952135	FRANCISOC	CARR	290	ALDEBURGH CIR     	Sacramento	Alif.	95834					160553457	1957	5/10/1957
A949948	leah	carr	3216	corbal ct     	San Jose	Ca	95148	post office box 64r0083	SAN JOSE	CA	95164	31057027		
A948532	PAUL	CARR	1031	E RIO GRANDE AVE   	El Paso	Tx	79902					97220080	1955	5/6/1955
A947714	FARNCISCO	CARR	1411	w kentucky ave    	midland	tx	79701						1957	5/10/1957
A943695	cole	carr	23115	SAMUEL ST APT 35   	Torrance	Cai	90505	post 268	Torrancse	Ca	90507	166610358		
A943230	MELVIN	CARR	16410	Sw 99th Ave    	MIAMI	FL	33157					129563688		
A931437	FRANCISCO	CARR	2245	ROOSEVELT AVE     	REDWOOD CITY	CALIF.	94061					160554357	1957	5/10/1957
A930492	BLANCHE	CARR	1995	TEAK ST     	Perris	Ca	92570					97216406	1963	7/13/1963
A926050	Francisco	Carr	209	SALENO RD     	seaside	ca	93955	YPO BOX 133	seaside	ca	93955			
A924487	tiff	carr	14265	SAPPHIRE BAY CIR    	orlando	fl	32828	PO BOX 720506	ORLHANDO	FL	32872	73449802	1932	4/15/1932
A923007	MELVIN	CARR	16410	SOUTHWEST 99TH AVENIDA    	MIAMI	FL	33157					129653688	2022	4/19/2022
A922688	Luis	Carr	8020	SW 15TH ST    	MIAMI	FL	33144	BOX 430115	MIAMI	F	33243	62390708		
A919989	MELVIN	CARR	16410	SW 99TH VE    	miami	fl	33157					192653688		
A912659	Alfonso	Carr	2350	CYPRESS POND RD APT   	palm harbor	fl	34683					315350942		
A911070	Lisa	Carr	2232	lorance dr     	little rock	ar	72206	po box 165891	LITTLE ROCK	AR	72216	98336375		
A910049	jaime	carr	16735	SHANNON ROAD     	LS GATOS	CALIF.	95032	Po Box 1624	Los Gatos	Ca	95031	193806595		
A906235	LUIS	CARR	123	E 25th St    	TYLER	TX	75702							
A996424	SHAWNA	CARRANZA	1312	East 76th St    	LOS ANGELESY	CA	90001					93032743		
A996130	GERARDO	CARRANZA	6701	Sandshof Cir     	Austin	Tx	78724					130738206		
A993523	LAWRENCE	CARRANZA	530	Lmake George Rd    	LAKE ALFRED	FL	3850					43172893		
A988474	lawrence	carranza	324	STONEAVEN WAY     	STOCKTON	CA	95210					34172893		
A977449	lawrence	carranza	530	Lake George Road    	LAKE ALFRED	FL	33850					34172893		
A973178	shawna	carranza	797	CENTER AVE     	MARTINEZ	CALI	94553	po box 1355	MARTINEZ	CA	9453	93032734	1986	1986//
A971350	NANCY	CARRANZA	n59	pine forest drive    	HAINES CITY	FL.	33844					169850403		
A970674	G	Carranza	6701	SANDHOF CIR     	AUSTIN	TX	78724							
A970215	anen	carranza	A59	PINE FOREST DR    	HAINES CITY	FL	33844							
A968682	LAWRENCE	CARRANZA	2914p1	Crocker Ct     	TEHACHAPI	CA	93561	OFFICE BOX 2	Tehachapi	Ca	93581	34172893		
A966830	ANNE	CARRANZA	7338	"PROSPERITY PARK RD N,   "	JACKSONVILLE	FL	32244					196850403	1968	5/8/1968
A966762	gerardo	carranza	5328	CHALOTTE WAY     	Livermore	Ca	94550					130738206		
A955987	shawna	carranza	1336	n moorpark road #   	THOUSAND OAKS	CA	91360							
A948190	NANCY	CARRANZA	59	PINE FOREST DR  234  	Haines City	Fl	33844					619850403		
A946699	ANNE	CARRANZA	1080	w skyview crossing dr   	HERNANDO	FL	34442	PO BOX 1244	Hernano	Fla	34442	169805403		
A946691	JUANITA	CARRANZA	24621	PASEO VENDAVAL     	lake frest	california	92630					36510952	1943	12/14/1943
A943397	gerardo	carranza	333	north emerald drive apt   	VISTA	CA	92083					130738206		
A940419	gerardo	carranza	5328h	Charlotte Way     	LIVERMORE	CA	94550					130738206		
A939195	renee	carranza	2710	S MONTEGO APT G   	ontario	calif.	91761	BOX 42	ONTARIO	CA	91762	160369713		
A934159	JUANITA	CARRANZA	3654	LINDEN AVE APT 19   	LONG BEACH	CALI	90807					36150952		
A929234	Renee	Carranza	4507	"9TH STREET WEST, APT   "	BRADENTON	FLA.	34207					610369713		
A926970	GERARDO	CARRANZA	79b96	Chase Ave     	Hesperia	California	92j345	po box 403022	Hesperia	Ca	92340		1952	5/10/1952
A924717	anne	carranza	29718	Pebble Beach Dr    	SUN CITY	CA	92586	bolx 107	Sun City	Ca	92586	169854003		
A924413	renee	carranza	4507	"9th Trt West, Apt   "	Bradenton	Fl	34207					160369713	1969	1969//
A924178	lawrence	carranza	2575	MARIGOLD CIRCULOI     	Coron	California	92881					34127893		
A922572	LAWRIE	CARRANZA	11180	Golden Silence Driv    	Riverview	Fl	33579	OFFICE BOX 2705	RIVERVIEW	FL	33568	34172893		
A920020	lawrenec	carranza	324	STONEHAVEN WY     	Stockton	Califoprnia	95210							
A919908	Shawna	Carranza	1336	N MOORPARK RD #   	thousand oaks	cag	91360					93032473		
A916955	NITA	CARRANZA	3654	LINDEN AVE APT 9   	Long Beach	California	90807					36150952		
A910927	gerardo	carranza	6701	Sandshof Cir     	AUSTIN	TEXAS	78724					130738206	1952	5/10/1952
A990957	CHRISTINE	CARRANZA-MERCADO	31	W SCANDIA LN    	Clovis		Ca	po box 1496	Clovis	Ca	93613	133637796		
A970130	christine	carranza-mercado	313	STONECSTLE WAY     	VACAVILLE	CUA	95687						1943	1943//
A906153	tina	carranza-mercado	1866	w castle avenue    	PORTERVILLE	CA	93257	Po Box 159y2	Porterville	California	9l3258	133637796		
A904864	CHRISTINE	CARRANZA-MERCADO	313	STONECASTLE WAY     	VACAVILLE	CA	95687					133637796	1943	3/28/1943
A971720	opal	carrasco	2485	sw cameo blvd    	Port St Lucie	Florida	3953					181755566		
A963481	Mary	Carrasco	10865	EDGEMERE BLVD APT J6   	el paso	texs	79935	POST OFFICE BOX 27096	EL PASO	TX	79926	85130521	1952	1/16/1952
A959825	OPAL	CARRASCO	410	BOB WHITE COURT    	SAINT CLOUD	FL	34772							
A953464	Marcus	Carrasco	2504	GREENSTONE CT     	San Joe	Ca	95122					196774366		
A946927	polly	carrasco	3610	alexandria driv     	ARLINGTON	TEXAS	76015	Aptdo 300806	ARLINGTON	TEXAS	76007		1952	1952//
A942238	opal	carrasco	4841	lgivingston dr     	pensacola	fl	32504					181755566		
A938397	M	CARRASCO	2504	GREENSTONE COURT     	SAN JSE	CA	95122							
A938127	MARK	CARRASCO	4345	E WASHINGTON AVE    	Fresno	Ca	93702						1938	10/13/1938
A921802	Mark	Carrasco	2504	Greenstone Ct     	San Jose	Ca	95122					196774366		
A920713	AMRY	CARRASCO	3707	"ARK HWY 15 N,   "	LONOK	AR	72086							
A916135	melinda	carrasco	2608	CANYON DR     	MODESTO	CA	9531					159979332	1940	9/16/1940
A913428	Mitzi	Carrasco	3707	"ARK HWY 15 N,   "	LONOKE	AR	72086					85130521	1952	1/16/1952
A911720	O	Carrasco	4101	bob wite ct    	SAINT CLOUD	FL	34772					181755566	1900	1900//
A911016	mary	carrasco	31	primrosze ln     	BELLA VISTA	AR	72714					81530521		
A909566	M	Carrasco	1410	NA SUMMIT AVE    	pasadena	ca	91103	PO BSOX 4518	PASADENA	CA	91109	196773466	1938	1938//
A959849	SUZANNE	CARRASQUILLO	16652	Jersey Strt     	granada hills	ca	91344					198364508		
A938160	Suzanne	Carrasquillo	1231	WEST BLVD APT 305   	los angeles	ca	90019						1973	1973//
A926162	suzanne	carrasquillo	16652	JERSEYP ST     	Granada Hills	Calif.	9g1344					198364580		
A998323	KEITH	CARRAZANA	2071	dixie blle dr apt   	Orlando	Fl	32812					58349932	1927	4/3/1927
A995563	KEITH	CARRAZANA	2416	CHANDLER AVE     	SIMI VALLEY	CA	93065	po box 137	SIMI VALLEY	CA	93062	54839932		
A958969	Keith	Carrazana	2071	dixie belle dr apt   	Orlando	Fl	32812							
A989074	Maria	Carreiro	1940	FLOWERS SSTRT     	Sacramento		Ca	PO BOX 2O93357	sacramento	ca	95829	69673534		
A985919	Maria	Carreiro	16851	ROYAL POINCIANA DR    	WESTON	FLORIDA	33326							
A969857	MARIA	CARREIRO	15529	LABRADOR ST     	NORTH HILLS	CALIF.	9143	po box 2831	NORTH HILLS	CA	91393	69763534		
A959595	MARIAH	CARREIRO	2900TANGLEWOOD	TRAIL      	PALM HARBOR	FLA.	34685	PO BOX 2214	PALM HARBOR	FL	34682	69673534		
A956343	Maria	Carreiro	16851	Royal Poinciana Dr    	WESTON	FL	33326					69673534		
A989818	JUAN	CARRENO	35286	sunnyside dr     	YUCAIPA		CALIB					87308979	1941	6/17/1941
A970363	peter	carreno	7692	dove meadow trl    	LAKELAND	FL	338D10							
A964876	HELEN	CARRENO	11802	grayling ave     	WHITTIER	CA	90604	PO BOX 13	Whittier	Ca	90608	94268401		
A926146	ELAINE	CARRENO	11423	Smaull Dr   202  	Balch Springs	Tx	75180					94268041	1977	8/1/1977
A923056	m	carreno	1G1423	SMALL DRIV     	BALCH SPRNGS	TEXAS	75180					904268401		
A998740	William	Carreon	9	GLENN AVENUE     	SAINAS	CA	93907							
A996799	william	carreon	1838	E COLLEGE CT  301  	VISALIA	CA	93292					38649257		
A995301	geri	carreon	11770	west golf drie #   	MIAMI	FL	33167					196403369	1988	9/30/1988
A993458	Juan	Carreon	10901	ORION AVEN     	Mission Hills	Ca	91345					87308799		
A976852	geir	carreon	2514	east spaulding street    	LONG EACH	CA	90804	POST OFFICE BOX 17402	LONG BEACH	CA	90807		1988	9/30/1988
A968885	juan	carreon	6726	KRAFT AVENIHDA     	N HOLLYWOOD	CA	91606					807308979		
A967854	William	Carreon	9	glenon ave     	Salinas	Cali	93907					38649257		
A961018	geri	carreon	1430	SILVER AVE # A   	SAN FRANCISCO	CA	94134	poe box 280911	SAN FRANCISCO	CA	94128	196403369	1988	9/30/1988
A958935	geri	carreon	16021	SW 138TH TER    	miami	fl	33196					196403369		
A958415	GERI	CARREON	585	N HALIFAX DRV    	ORMOND BEACH	FLSA.	32176	PO BOX 730127	ORMOND BEACH	FL	32173	916403369		
A957488	Juan	Carreon	8722	BELMONT ST     	Bellflower	Ca	90706							
A948607	p	carreon	7692	DOVE MEADOW TRL    	LAKELAND	FL	33E810					140679613		
A944041	geri	carreon	11770	w golf dr #   	mami	fl	33167					169403369		
A938671	kathernie	carreon	680	BECK AVE     	PENSACOLA	FL	32A514	Po Box 3522	PENSACOLA	FL	32516			
A929664	WILLIAM	CARREON	1838	E COLLEGE OCT    	VISALIA	CA	93292					38649257		
A929244	JUAN	CARREON	35286	sunnyzside dr     	YUCAIPA	CALI	9239Z9					87308979	1941	1941//
A928571	WILMA	CARREON	1838	E College Ct    	VISALIA	CA	93292					38649257	1915	7/4/1915
A921534	PETER	CARREON	7692	DOVE EADOW TRL    	LAKELAND	FL	33810							
A920082	Juan	Carreon	8722	ELMONT STRT     	Bellflower	Ca	90706					87308979	1941	6/17/1941
A917926	D	Carreon	3131	Triplecrown Dr     	RICHMOND	TX	77469					410661224		
A917716	K	CARREON	1405	tiffany ln apt 1405   	naples	fl	34105	po box 11593	NAPLES	FL	34101	74997043		
A916400	G	CARREON	10901	ORION AVN     	MISDSION HILLS	CA	91345					87308979	1941	1941//
A908837	WILLIAM	CARREON	2209	Ironwood Drive     	Frazier Park	Ca	93222	PO BOX 2044	FRAZIER PARK	CA	93225	38649257		
A983956	maria	carrera	9714	Ironwood Ave     	bloomington	ca	92316					812755953	1920	1920//
A906615	maria	carrera	9714	IRONWOOD AVE     	Bloomington	Ca	92316					182755953	1920	1920//
A905342	MARIA	CARRERA	3971	sebasopol rd     	Santa Rosa	Ca	95407	Apo Box 15031	SANTA ROSA	CA	95402			
A977489	VINCENT	CARRETERO	1418	N Hibiscus St    	Clearwater	Fl	33755							
A905636	SEIFUDEEN	CARRIER	2304	ANOVER DR APT 6   	killeen	tx	76542					142346571		
A984469	olga	carrigan	1500	MCDOUGAL ST     	Vallejo	Ca	94590	PO BOX 5745	vallejo	ca	94591	146267548	1900	1/1/1900
A957611	Cory	Carrigan	1821	2ND ST     	NORTH LITTLE ROCK	ARK	72114					109481329		
A939721	cory	carrigan	1096	LUNA AY     	SAN JACINTO	CA	92583							
A922485	Coco	Carrigan	1096	Luna Woay     	SAN JACINTO	CA	92583							
A911454	cory	carrigban	1821	2ND ST     	North Little Rock	A	72114					109481329		
A995426	Roger	Carrillo	210	NW 87TH AVE APT 108  	MIAMI	FL	33172	Po Box 430115	Miami	Fl	33243	133521603		
A994461	theersa	carrillo	50	Nw 57th Court    	MIAMI	FL	33126	Po Box 430115	MIAMI	FL	33243		1934	1934//
A991889	CHRISTY	CARRILLO	3740	AUGUSTA DRIV     	PITTSBURG		CA	Po Box 827	Piittsburg	Ca	94565	84153483		
A991627	Jaqueline	Carrillo	671	ORIZABA AVE     	san francisco	ca	94132	Post 280911	SAN FRANCISCO	CA	94128	25120554		
A991003	cecil	carrillo	7794	A MONICA STREET    	HIGHLAND	CA	92346					18481434	1958	1958//
A987464	Michael	Carrillo	2318	19TH ST     	bakersfield	ca	93301	PO BOX 60103	Bakersfieuld	Cali	93386		2020	7/19/2020
A986905	M	Carrillo	1072	E 46TH STRT    	LONG BEACH	CA	90807					197523911	1983	5/26/1983
A974619	FRANCISCO	CARRILLO	25	TURNING LEAF WAY    	Azusa	Ca	91702					193127512	1975	4/8/1975
A973296	Michael	Carrillo	5803d	spinetree avenu     	panama city	fla.	32408					8523454		
A972616	ronald	carrillo	815	Cypress Dr     	ALLEN	TEXAS	75002	Po Box 2228	ALLEN	TX	75013	40482676		
A966776	JAQUELINE	CARRILLO	75	BRENDA LN     	mary esther	fl	32569					25125054		
A966253	mayra	carrillo	100	PINE ST     	Satsum	Fl	32189	OFFQICE BOX 376	SATSUMA	FLA	3218D9		1987	3/14/1987
A962260	Isabelle	Carrillo	7627	Corona Valley Ave    	Corona	Ca	92880					197523911		
A961366	a	carrillo	5803d	Pinetre Aven     	panama city	fl	32408					8523454		
A960831	JAQUELINE	CARRILLO	1345	n kingsley dr apt   	LOS ANGELES	CA	90027	PO BOX 881S605	LOS ANGELES	CALIF	90009		1983	9/2/1983
A959644	REEBCCA	CARRILLO	621	SOUTH PEAR AVEN    	RANCHO DOMINGUEZ	CA	90221					8514790		
A958500	jaqueline	carrillo	75	Brenda Ln     	mary esther	fl	32569					25120554		
A955947	Christy	Carrillo	69954	Paloma Del Norte    	CATHEDRAL CITY	CA	92234					84153483		
A954443	MICHAEL	CARRILLO	5547	marshall st     	OAKLAND	CA	94608					116762502		
A953879	C	CARRILLO	10135	oodrose avenu     	Santee	Ca	2071	BOX 7H13114	SANTEE	CA	92072	18481443	1958	9/8/1958
A953874	M	Carrillo	254	NORTH MIAMUI STREET    	LAKE WALES	FL	33853	POP BOX 413	lake wales	fla	33859	133473706		
A953106	Roger	Carrillo	1281silverstrand	drive      	NAPLES	FLOZRIDA	34110					133516203		
A952294	Ronald	Carrillo	1002	SANBORN AVEN APT 205   	los angyeles	california	90029	PO BOX881605	LOS ANGELES	CA	90009			
A950856	MIKE	CARRILLO	5803d	Pintree Avenida     	panama city	florida	2408						1920	1920//
A946689	RUTHIE	CARRILLO	5700	Rockill Rd     	fort worth	tx	7611					102055503		
A946562	MITCHELL	CARRILLO	5547	Marshall St     	owakland	cali	94608						1939	5/2/1939
A944968	Jaqueline	Carrillo	2356	grove view rd    	SAN DIEGXO	CA	92139	OFFICE BOX 4N5236	san diego	cali	2145	25120554	1983	9/2/1983
A943454	e	carrillo	1072	E 46TH ST    	LONG BEACH	CA	90807					197523911	1983	5/26/1983
A942638	Elizabeth	Carrillo	1334	PALMERA VAVNUE     	Salinas	California	93905	Po Box 1931	Salinas	Ca	93902	197523911		
A940245	MIKE	CARRILLO	3212	foxfield trls     	Mckinney	Tx	75071	PO BOX 1962	Mckinney	Tx	75070			
A938284	CECIL	CARRILLO	7794	La Monica St    	highland	calif.	92z346							
A938125	REBECCA	CARRILLO	621	South Pearl Avn    	RANCHO DOMINGUEZ	CALIORNIA	90221					8514709		
A933465	ROGER	CARRILLO	1281	SILVERSTRAND DRS     	NAPLES	FL	34110					133512630		
A927228	Ruthie	Carrillo	5700	rockhill rd     	FORT WORTH	TX	76112					102055053		
A925094	carol	carrillo	9069	VICKSBURG RD     	spring hill	florida	34608	Po Box 3353	Spring Hill	Fl	34611	183373986		
A922804	J	Carrillo	905	w 39th pl    	Hialefah	Florida	33012	PO BOX 126743	HIALEAH	FLORIDA	33012	25120554		
A922636	katrina	carrillo	1286	26TH AVN     	san francisco	ca	94122						1974	2/21/1974
A921479	CAROL	CARRILLO	1660	LARKIN RD     	spring hill	fl	34608	Po Box 3353	Spring Hill	Fl	34611	138373986		
A919712	Carolyn	Carrillo	3142	bellericay ln     	LAND O TLAKES	FL	34638	Call Box L916	LAND O LAKE	FLA	34639			
A918360	Roger	Carrillo	1281	SILVERSTRAND DR     	Naples	Flm	34110					133512603		
A917242	CAROL	CARRILLO	4220	"6TH AVE SE,    "	Naples	Fl	34117						1964	5/8/1964
A916513	ELIZABETH	CARRILLO	1072k	E 46th St    	LONG BEACH	CA	90807						1983	1983//
A907804	Michael	Carrillo	621S	PEARL AVE     	RANCHO DOMINGUEZ	CA	90221					8523454		
