RecID|FirstName|MiddleInitial|LastName|SSN|BirthYear|BirthMonth|BirthDay|PhoneNumber
C938226 ||L|Lingle|80410148||||8132412867
C938225 |Timothy|G|Rolen|4179625||||9416422575
C938224 |Dinah|V|Weisel|40172447||||4794826185
C938223 |D|E|Ayala||1921|12|13|7141418215
C938222 |Hope|Z|Cooling|26125060|1903|9|18|2818756868
C938221 |Anhcta|M|Davila|69921820||||7148728740
C938220 |Yadira||Gonzalez|65902657||||2093043254
C938219 |Arsen|M|Codero|||||2098131212
C938218 |Sean||Hasan|||||9095211570
C938217 |Bill||Castaneda|94466673||||9161340858
C938216 |Phuong|A|Debenedet|61971342||||9566675117
C938215 |Tinara||Navarrete|132890347||||6618148627
C938214 |Katyh|E|Dibello|44989298||||8637145336
C938213 |Susannah|L|Williasm|48116876||||6613407637
C938212 |Carlos|O|Lopez|62424765|1963|||8501681668
C938211 |Shannon|P|Martinez||1955|5|27|2091014533
C938210 |Adna|C|Bennett|||||7607653068
C938209 |John|F|N           Belote|26490062|1938|||9158100840
C938208 |Sylvia|A|Tyler|105404938||||8635672861
C938207 |Alcy||Mansour|105134428|1900|||8177048506
C938206 |Toni|L|Perez|||||4077444074
C938205 |Avelino|Q|Phung|173733224||||9725357423
C938204 |Graciela||Connors|30217171||||3527004447
C938203 |Frederick||Mendez|78746982||||2814171273
C938202 |J||Gagnet|149389910|1988|11|26|7278578453
C938201 |||Lerma|1087415||||9566577033
C938200 |Marco||Yacavonne|116927920||||9098580075
C938199 |Lauren|S|Rutkowski||1909|||9566384211
C938198 |Maria|S|Blum|99697406||||7607348113
C938197 |Emmanuel|L|Salazar|138275173||||6612104477
C938196 ||F|N           Belote|26490062||||3054211134
C938195 |Norman|A|Cruz||1905|12|29|7602220024
C938194 |Robert|B|Fall|26841318||||9252377287
C938193 |Thomas||Torres||1921|||9367055533
C938192 |Nessa|J|Raab|||||6192765481
C938191 |Daniel||Agapito|62764327||||8707168414
C938190 |Edagrdo||Magallanes||1955|||4085163388
C938189 |Shea||Briscoe|88339704||||7071086163
C938188 |Harvey|W|Harris|196324764|1900|12|29|7076344041
C938187 |Madge||Gonzalez|123944523||||2093086264
C938186 |Larry||Ramirez-inigue|||||4072240866
C938185 |Lynne||Haley|48566700||||9492857065
C938184 |Stephen|O|Diaz|||||2392082623
C938183 |Lawrence|W|Matasci|||||9495242146
C938182 |Jessica|M|Shavies||1984|9|5|3106874174
C938181 |Jacqueline|S|Solsi|83659194|1975|6|12|5628722626
C938180 |Pam||Pliego|37434673|1977100|||8701526354
C938179 ||M|Lopez|8793199|1919|||9411056744
C938178 |Donnell|R|Medina|112805759||||5013003672
C938177 |Ambrocio|S|Ralph|112557595|1943|5|21|8638245331
C938176 ||L|Thompson|4615533|1944|7|25|6501211873
C938175 |Robert|F|Howes|163839314||||5621433128
C938174 |Clelia|R|Paulmeno|158829558|1947012|||8186044476
C938173 |Betty|M|Rosales|155487557|1924061|||8182247565
C938172 |Ammie|M|Gross|170146186||||4088367451
C938171 |Carlos|L|Marble|||||4076743445
C938170 |Laura|K|Onunwah|62859765||||3521330320
C938169 |Emma||Nsair|106352005|1980|||9541717761
C938168 |Patricia|M|Glasogw|||||8503201211
C938167 |Maria|A|Seeman|||||8187545714
C938166 ||R|Gill|135647899|1915|7|21|9166512608
C938165 |Annette||Nguyen|||||8175227201
C938164 |Magdy|L|Redwine|63528880|1983|6|25|9097637725
C938163 |Jose|C|Fajardo|||||7601388835
C938162 |Jose|H|Lee|||||8054620232
C938161 |Melissa|J|Lopes|169729685|1967|10|28|4081652675
C938160 |D||Mellard|98376526||||9153876681
C938159 |David||Abreu|37160597||||7728244537
C938158 |L|C|Meza|184567083||||6508810452
C938157 |Ronda|M|Bommarito|40142186||||7722351863
C938156 ||B|Pata|||||2102787557
C938155 |Jeuss|L|Egrber|186914969||||7148547343
C938154 |Arturo|J|Harte|43140643||||2104612827
C938153 |Arthur||Ellis||1917|4|26|6505208286
C938152 |Leslie|J|Huerta|196609463||||7276838734
C938151 |Teresa|H|Huffaker|140382385||||5303327016
C938150 |Claudia||Shuck|195756409|1976|||5623576707
C938149 |Alura||Gonzalez|166313770||||8133387104
C938148 |Jaems|L|Patterson|72389099||||4072610367
C938147 |Will|A|Mills|10295952||||8132485332
C938146 |||Amir||1930|6|17|9091463388
C938145 |Odette|M|Mendonca|156301211|1977|||8708712200
C938144 |Elvia|L|Crouch|||||7608120363
C938143 |Oscar|T|Nostrand||1976|8|21|9044778303
C938142 |Donna|L|Hechanova|105940081|1946|12|4|4075644725
C938141 |Kevin|M|Amarante|||||8701720180
C938140 |Bobby|G|Bukre|142088836||||5591554033
C938139 |Thomas||Perets||1903060|||7272011586
C938138 |C||Leidholdt||1907021|||8508365203
C938137 |Eva||Garrido|||||8314527102
C938136 |Larry|R|Dehvaen|76842840||||4077602316
C938135 |Sheryl|D|Galloway|128947146||||2393663658
C938134 |Uvencio|T|Tung|4791525||||5122810261
C938133 |Josefina|A|Vargas|9795487||||8174136602
C938132 |Crystal||Gasprd|128229336||||5121277178
C938131 |Carmen||Pennington|138749260|1900|||3102102705
C938130 |Sang|C|Crawford|54954551|1968|12|30|2097848472
C938129 |||Faletto||1980|10|3|3054033138
C938128 |Nan||Martinez|||||8503680034
C938127 |Tony|R|O           Vargas|49332652||||4076654514
C938126 |Drew||Whittamore|166283122||||2394664305
C938125 |J|M|Newton|183322823||||9545160550
C938124 |Chris|D|Kirkland|197382245||||3056878738
C938123 |Mariah||Sanchez|||||2106155721
C938122 |Melchor||Esparza|10774429|1951|1|9|4077448606
C938121 |Amelia||Armatrading|104270280||||7132037132
C938120 |Karleata|P|Harper|193943679||||5598233064
C938119 |Yolanda|J|Bair|18902457||||9163042884
C938118 |Peggy||White|126514790||||9255403830
C938117 |Sidney||Esuqeda|61869049|1958|||7274314845
C938116 |Martha|I|Pena|150182654||||9092660122
C938115 |Alma|M|Lambert|3329325||||4791157182
C938114 |Chantele|A|Ramirez|171396369||||6195825351
C938113 |Joy|H|Hiojosa|||||8068577807
C938112 |Sharon|A|Cayas|173086453||||4796180205
C938111 |Vincent||Tabacek|||||5014118586
C938110 |Allyson|L|Trudell|||||8704683526
C938109 |Jon||Rodriguez||1901090|||9726652385
C938108 |Reic|J|Hendry|177839957|1983|||4074618626
C938107 |Blanca|M|Tdd|||||9092645780
C938106 |Kathryn||Sao|155545465|1911090|||4797774628
C938105 |Conception|H|Seemster|149539439||||6192221143
C938104 |Rosalba|D|Ajxir|4232849||||5126767622
C938103 |Mary||Arevalo|90509867||||9151007107
C938102 |Robbie|A|Kalinowski|120407551|1900|7|20|9048875474
C938101 |Jessica|P|A|||||9094012853
C938100 |Lius|A|Urqudi|82132084||||9253863180
C938099 |Edith|R|Dehart|93808786||||6192381551
C938098 |Brody||Gilberd|8183557||||9257040144
C938097 |J||Burrows|27415109||||5626055476
C938096 |Christy|D|Cummings|177998751||||2814253863
C938095 |G||Sisoc|45185549||||3861277803
C938094 |Steven|M|Saldana|117204398||||2093762505
C938093 ||L|Nevis|196504549||||8178267825
C938092 ||A|D'amico|10323818|1910|||2394421185
C938091 |Edward||Marin|||||5613400150
C938090 |Chelsea|R|M|58780468||||6266078765
C938089 |Javier|J|Mcotezuma|||||7608862821
C938088 |Jorge|M|Jolicoeur|38178537||||9035011248
C938087 |Avlerie||Maza|34937360||||5306673051
C938086 |Miguel|P|Cody|148402594||||8172036278
C938085 |Charles|K|Sokata|112965093||||9544324777
C938084 |Debra||Watson|56045187||||7078153386
C938083 |Phyllis|M|Ssanchez|142132526|1959|8|6|9032431665
C938082 |Jock|G|Robles|68762809||||5011466727
C938081 |Efrain|M|Gonzales|127473980||||4071070446
C938080 |R||Macuhuca|66312470|1927|||3521675451
C938079 |Hyein|G|Eabrb|105260995||||9545662366
C938078 |Graciela||Wuster|||||7134047673
C938077 |Carlos|B|Mactal|24382454|1942|||8307225200
C938076 ||R|Bennett|58780846|1937|5|4|9162125337
C938075 |Douglas||Mesa||1946|||7723473825
C938074 |A|J|Kiser|71209235|1988|||8705586287
C938073 |Timothy|M|Lourenoc|||||9037453184
C938072 |Bobby|G|Valerio|166411530||||7077507705
C938071 |Jack||Aguinaga|101578420||||4798278337
C938070 |Joel|G|Henrandez|166864917||||9166436042
C938069 |Ileana|J|Lucero|||||8315738754
C938068 |Katina|C|Duncan|79105132||||7278708140
C938067 |David|D|Dowling|||||7138443278
C938066 |Jeremiah|D|Mcdaniel|106360777||||9092072837
C938065 |D'ana|L|Stevens|22010354||||7723148482
C938064 |Corina|W|C||1947|||9168866047
C938063 |Jamie|M|Offutt|178818038||||8188531645
C938062 |Katrina|K|Delury|45766172|1945|12|22|8704564878
C938061 |S|R|Glenewinkel|161329265|1984|7|19|6614310665
C938060 |Rafael|D|Shannon|||||9494483868
C938059 |Marc||Zeier||1941|5|8|7607671683
C938058 |Jorge|A|Clinton|||||3217510373
C938057 |E|A|Paniagua|52040148|1940011|||9095872570
C938056 |Bobby||Sweis|122375839|1974|3|4|9548235575
C938055 |Glen|M|Perez|||||7271164283
C938054 |Melchor||Esparza|10774492||||2393050542
C938053 |Ella|L|Biazo|189168891||||7134754501
C938052 |Casimiro||Rocco|132940928||||9725021565
C938051 |Hilare|H|Bushye|168345168|1944|||9168103827
C938050 |Susana|P|Molian|100792497||||8173443014
C938049 |Jose|W|Kindell|202810696||||7077772718
C938048 |Sandra|A|Sheehan|55566139|1973|9|1|7072538585
C938047 |Leslie|N|Guajardo|68387596|1940|11|6|7274183105
C938046 |Aexl|D|Moore|95230520|1958|5|12|8063565138
C938045 ||L|Caldera|12440229||||6268642101
C938044 |Brandie||Ruiz|||||9093057023
C938043 |Jessie|L|Umanglag||1939|||7148065173
C938042 |Markham|A|Torres|||||7143438181
C938041 |Deborah|C|Lariscy||1902|12|25|4077435148
C938040 |Nita|M|Gomez-hernande|||||7278021666
C938039 |Dacha|W|Addeo|||||7137473343
C938038 |Michaelina||Aruroyo|||||8503533057
C938037 |Kris||Gallardo|43874705|1925112|||9047003855
C938036 |Catherine|D|Whedbee|||||4072816756
C938035 |Vena||Dick|46137239|1926|||8506485871
C938034 |Alon||Srabia|96647470||||9561027861
C938033 |P|L|Gary|96560291||||9091758151
C938032 |Alberto|B|B|196533421|1932|||9091043575
C938031 |Alazama|A|Bello||1934|5|29|2393725074
C938030 |Jose|C|Bittner|||||8132544075
C938029 |Richard|A|Bradofrd|86603188||||5598251200
C938028 |Tonya||Mills|614163349||||7135782460
C938027 |R|M|Graynor|121898278|1910|7|28|2397671745
C938026 |Mickey|L|Garcia|97334359||||8505185828
C938025 |Jamie|A|Olivares||1906|||5011150470
C938024 |Natalie|E|Fltt|170366725|1935|||7132243041
C938023 |T|R|Bradford|172929124||||4098881637
C938022 |Mae|J|Alatorre|171618272||||8054880728
C938021 |Spencer|E|Pierre|89945843|1942122|||8504123752
C938020 |Stephanie|P|Hancock|||||2818661251
C938019 |Niecrate|N|Sugs||1944|4|9|9495858026
C938018 |Melvin||Carr|129563688||||3054875364
C938017 |J|D|Sullivan|62918849||||3525562271
C938016 |Eduardo|T|Stokes|61401466|1971|||5011733546
C938015 |Jacqueline|R|Cornell|||||5592540244
C938014 |Janelle|L|Lelis|6868127||||5303101576
C938013 |Orlanda|B|Walkre|||||3868065674
C938012 |Bobby|Z|Ross|93348400|1940|1|6|6192324424
C938011 |||Gastelum|92976382||||8507561760
C938010 |Bahman||Difabio|||||9722471572
C938009 |Yolanda|D|Jordan||1920|||9164377623
C938008 ||M|Daley|||||8316437243
C938007 |Jonathan|A|Massey|||||5301174515
C938006 |Rebecca|D|Bailey|168334608||||8706665623
C938005 ||G|Hgaen|158989569||||9091343147
C938004 |Linda|R|Artigas|136699471||||7603443716
C938003 |James|T|Gaston||1909|||8635170610
C938002 |Erik|E|Ochoa||1914|||4791065508
C938001 |Rupert||Sedano|42966477||||9416827061
C938000 |Rcoio|R|Flores-guevara|194492433||||7608643026
C937999 |Mizael|L|Mcalister|||||8057586603
C937998 |Debbei|M|Davis|104127205|1941|||8185583028
C937997 |Juan|A|Elliso|157869785|1959|||5626146332
C937996 |Didier||Hussain|21384415||||8503713127
C937995 |Irchard|J|Todd|182131952|1959|||9048514352
C937994 |Michael|S|Gaman|62865046||||9152446306
C937993 |Genentta|S|Perez|||||9098535152
C937992 |Claudia|M|Bahena||1966|1|28|8185757347
C937991 |Roas|P|Kuhns|131246916||||6198100347
C937990 |Tina||Vargas|192720003|1942|||8313186314
C937989 |Randhir|A|Gonzalez|28830702||||2093453614
C937988 |Lope|T|Williams|30259270||||6193676360
C937987 |Harald|M|Garcia|134414709||||2094380812
C937986 |Deanna|W|Protopapadakis|32009671||||8172071830
C937985 |Pamela|E|Mora||1904|||8176830174
C937984 |Richard|C|Tofte|||||3104831283
C937983 |Roderick|K|Kirkland|170920578|1902|||8504188774
C937982 |Todd|R|Baker|55024327||||2105623714
C937981 |||Jumpre|199692425||||5593337378
C937980 |Karleata|L|Harper|193943679|1902|||5122738158
C937979 |David|C|Velez||1919|11|15|7274444803
C937978 |Mamie|E|Kassell|||||7278361023
C937977 |Jan|L|Burkard|177387053||||9253124870
C937976 |Angela|R|Trevino|194293571||||9546446467
C937975 |Juan|M|Thompson|||||9033382282
C937974 |Karlicia|W|Crews||1927|||8184151046
C937973 |Wanda||Aguirre|60954486|1908|||9724634252
C937972 |Matthias|O|Bravo||1925|||6194203656
C937971 |Cindy|N|Smth|98959147|1984|||7145427488
C937970 |Eladio|L|Vega|157992164||||2398343572
C937969 |George|A|Swaoger|||||2096775033
C937968 |Silvia||Moran|||||8317587506
C937967 |Carrie|E|Bridges|35923282||||8067261137
C937966 |Shelyl|D|Garrett|134144139||||6196836538
C937965 |Dennis|D|Aladz|43805286|1949121|||9161087822
C937964 |Joe|O|Miftari|106566099||||9543628565
C937963 |George|M|Omore|||||9412582161
C937962 |Teresa|A|Altaffer|86585613||||5011464648
C937961 |Wiflred|A|Martin|92556392||||2091341316
C937960 |Mariza|D|Wetle|151420962|1914|7|9|2094813785
C937959 |Linda|W|Evans|75224947||||2104111076
C937958 |Marall|H|Quizon|683038||||4158364005
C937957 |Elizabeth||Park|38040372||||2548788503
C937956 ||J|Yackel|111949667||||9728106773
C937955 |Kurt|N|Kennedy||1919|||4793618468
C937954 |Griselda|S|Green|184062748|1938|6|24|2542884308
C937953 |Michael|S|Krupa|183378285|1957|||7076426820
C937952 |Mickey||Reyes|||||6193663073
C937951 |James|T|Gaston||1909|||8066182428
C937950 |I|A|Kellow|7373775||||3525245847
C937949 |Newton||Solorio|39454408|1900|||9161262182
C937948 |Jose|D|Smith|162287035||||3523708353
C937947 |Marguerite|S|Wetegrove|95348286||||8137174323
C937946 |Joanne|L|Lim|8971391||||8706060312
C937945 |Tiffy|A|Tarifi|88136660|1957|2|5|4094852015
C937944 |Celinda|B|Settles|||||9097734576
C937943 |Carlos||Tashkan||1914|||5596276073
C937942 |Jolie|E|Carroll|||||7146551384
C937941 |Charlotte|K|Randhawa|142354767|1957|7|16|9097652676
C937940 |Adolof|P|Stpehens|75274058||||4088335421
C937939 |Jorge|M|Fuertes|1746761||||2106875337
C937938 |Fredinand||Khalil|45178008||||8501184778
C937937 |Lisa|M|Malone|102315304||||2094186783
C937936 |Michael|A|Carrillo|8523454||||8506872364
C937935 |Paul||Stokes||1941|6|11|9567387742
C937934 |Jeremiah|M|Vinluan|93579565|1933|8|1|9045623747
C937933 |Wilfrido||Fuentes|3104015||||7606250266
C937932 |Chikita|J|Brress|||||7274265622
C937931 |Luis||M|176104501|1944070|||9043011427
C937930 ||L|Caldwell|31809412|1910120|||4155151013
C937929 |Roslyn|C|R|182731396||||5596050880
C937928 |Lucia|R|Wilson|10896980|1917|||8705447223
C937927 |Rang|R|Willmore||1982102|||9048461314
C937926 |Harry||Melgoza|55474441||||8186460474
C937925 |Josiah||Villalivr|187324454||||9092504524
C937924 |Jan|A|Hunstiger|179406817||||8704138855
C937923 |Jacquelyn|A|Shell|180851627||||5305137335
C937922 |Cecil|F|Carrilol|18481434||||7148247246
C937921 |Carlos|V|Saephan||1982|6|13|7148145842
C937920 |Israel|Z|Canedlario|114719574||||4081475271
C937919 |Jennifer|S|Smiley|196212119||||6193008254
C937918 |Brenda|M|Modeste|52129771||||7142803665
C937917 |Marcos||Hillegass|49935153||||9095212226
C937916 |Juna|G|Kijesky|176129463|1951|||4077858763
C937915 |Sandra||Balducci|47334241||||8506318286
C937914 |Leonidas|C|Reynolds|156908571||||3106432466
C937913 ||L|Riewe|177813919||||8701458848
C937912 |Seney|J|Gotera||1932040|||6268331324
C937911 |Coritha||Kaur|||||6197876784
C937910 |Kevin|P|Tdorovic|141618794|1917|2|26|9548320038
C937909 |Doug||Mesa|111718852|1946|8|2|3528817668
C937908 |Ricky|L|Masalin|149317725||||8706010883
C937907 |Martha||Esparza|192882175|1918120|||9098438754
C937906 |Earl|W|B|131800525||||7722384282
C937905 |Andrew||D|193795072|1900|||4074034213
C937904 |Ronald|H|Ruiz|||||9725752526
C937903 |Bessie||Aparicio|76640882|1926|10|30|7076836073
C937902 |Elsa|Y|Hernandez||1966|9|29|4075705588
C937901 |Joanne||Kettler|137857494|1924101|||9728303343
C937900 |Mark||Warneke|138592882|1926|10|24|4794265436
C937899 |Jan|M|Cox|49933280||||9366550008
C937898 ||C|Amaton|167334014||||3521812788
C937897 |Gustavo|M|Navarro|145687828||||2147660861
C937896 |Raech|G|Roberts|183374572|1983061|||8706160058
C937895 |Gunther|M|Arreola|46731272|1938|||6198201068
C937894 |Jonathan|L|Hanson|||||9546047428
C937893 |Sceeter||Hpung|36429129||||9402086414
C937892 ||C|Gonzalez-prats|||||9543681836
C937891 |Darla||Lowthoarp|111081031||||6261673671
C937890 |Gayle|J|Pillar|39949828||||8504041242
C937889 |F|F|Ocok|132278618|1965|||4097167048
C937888 |Valerie||Stecker|56679062|1964|||8316875414
C937887 |Kathy|A|Flores|||||9095887765
C937886 |N||Hrnic||1915|||8134087223
C937885 |Sang|C|Crawfoxrd||1968|12|30|7601055306
C937884 |Sean|N|Cienega|155835355||||5306764684
C937883 |Matra|G|Hottinger|127148935||||7073545705
C937882 |Mitchell|R|Daughters||1926|9|15|8586422348
C937881 |Marie|A|Maita|149747911|1931|||6614317456
C937880 |Olajide||Goldston|23962132||||8181673612
C937879 |Christina|M|Lpoez|112503830||||8503708350
C937878 |Rebekah|I|Laiotti||1982080|||2097734387
C937877 |Wayne|D|Greenwood|163074880|1900|1|1|6266474476
C937876 |Hci||Gaytan||1976|12|3|2092557243
C937875 |Kester|G|Harmon|175040228||||9093470375
C937874 |Roscoe||Barron-slcido|111377202|1929|||6192760253
C937873 |Jhon|W|Shaw|58244891|1985|||2816363223
C937872 |Amanad||Tsygankov|191373614||||2091414354
C937871 ||M|Luna|100837180|1961|9|30|9093137487
C937870 |Stella|P|Solorio|39451332||||7146367802
C937869 |Angela||Bulbul|||||3053238404
C937868 |Jacek|G|Romo|146871491||||3864145503
C937867 |||Vasquez||1980|10|5|3053370357
C937866 ||D|Webb-walker|||||6616375461
C937865 |Loivia|J|Ennis|72585443|1939|5|23|2145258124
C937864 |Audrey|I|Jimenez|177313849|1948|||3617384445
C937863 |Joanne|M|Gil|||||6191107081
C937862 |Forrest|J|Parrilla|65526052|1975|6|22|4076587204
C937861 |Nora|R|Chiles|52170288||||3235348221
C937860 |Ike|M|Q|142890406||||2396166388
C937859 |O|J|Hallm-oore|103139542||||9091072731
C937858 |Anna|A|Becker|||||3526234346
C937857 |Linda|T|Nostrannd|64946748||||6616051017
C937856 |Lias|A|Gosney||1901051|||8133347351
C937855 |Calros|J|Fields|||||6616601610
C937854 |Allen||Trevino|196492714||||8187135064
C937853 |||Hardgwittini-c||1984|||7726185568
C937852 |Natasha||Sinclair|85108229||||9415803441
C937851 |Dorie||Mellard|98376562|1919|||8176775544
C937850 |Martha|M|Ramirez|23665462||||8056582725
C937849 |Telissa||D|160449174||||5594583586
C937848 |||Arzunyan|168654468||||5598003867
C937847 |Douglas||Franco|114087037||||9095728877
C937846 |Michael|D|Rose|112074943||||9095874815
C937845 |N|V|Le|196491201|1977011|||9095123027
C937844 |Michael|J|Cook||1946|||5615117282
C937843 |Byron|V|Ortiz|185620234||||9415518381
C937842 ||B|Casimiro|150899238||||9415244785
C937841 |Richard||Bennett|113804031||||8636576076
C937840 |Antonia|L|Meedllin|||||3058231371
C937839 |Scott|M|Elizarde|117653717|1927|9|30|9541714168
C937838 |Laura||Grimaldi|171889955||||9254548402
C937837 |Patrita|P|S|3721073||||9256367316
C937836 |Gerald|T|Sarceno|132228116|1986|||8708675223
C937835 |Hugo|J|Silva|103835690||||8184624464
C937834 |Frank|C|B|161071617||||5623345166
C937833 |C|F|Carrillo|18481434|1958|9|8|7148247246
C937832 |David||Delgado|||||5301281811
C937831 |Xee||Riudolf|188811056||||5013386401
C937830 |Olga|F|Chale|||||8706304437
C937829 |Patricia|E|Neider|49919047||||6194221663
C937828 |Moira|S|Washbrook|27891299||||8188818722
C937827 |Luis||Carr|62390708||||2104375421
C937826 |Armanda|R|Vaila|||||3236536368
C937825 |Annie|M|Cruz|128207827||||8175772888
C937824 |Bohanna||Mahmutovic|111841247||||9251138580
C937823 |Daniel|L|Shreman|71794756||||2101807367
C937822 |Marilyn|A|Eisinger|174790145|1900|7|29|7722138663
C937821 |Kristian|S|Barnes|||||5612260855
C937820 |Robert|R|Paulmeno|32664757||||6262156136
C937819 |Linda||Acuna|101753454||||4084662342
C937818 |Rose|J|Boichenko|125229549||||7135010643
C937817 |Sylvia|P|Aparente|||||5305037778
C937816 |Patrina|L|Levias||1945|||8317532051
C937815 |Daivd|L|Cahse|111493572||||7076226203
C937814 |Cristela||Castaenda||1924|7|3|5592856302
C937813 |Mariah||Chang|50831352||||3617305203
C937812 |||Romaniello||1946|||9412678748
C937811 |Margie|G|Reihl|180012536||||9411182111
C937810 |Leon||Fedoroff|125632407||||6191842880
C937809 |Benjamin|E|Johnson|||||4158213551
C937808 |Calpatrick|L|Carter||1985|4|6|9728136250
C937807 |Xuanthao|M|Iwlliams||1903|5|12|8707104573
C937806 |Di|Z|Coyne|175751230||||9254530558
C937805 ||S|Delatorre|145919236|1933|||9724240714
C937804 |Martha|P|Placencia|171049427||||3213747427
C937803 |Lina||Alvarez|89362047||||8136370701
C937802 |Louis||Jennings|||||9253681435
C937801 |Chris|K|Ogletree||1979083|||9495254715
C937800 |Lashunda|J|Osba|||||9722518427
C937799 |Nora||Asatourians|||||7074727628
C937798 |Claude||Taaler||1940|||2093807132
C937797 |M|L|York|||||3526863851
C937796 |||Herrera|||||9544608174
C937795 |Rick|P|Miramontes|9203079|1931|8|13|9092334247
C937794 |Juan||Loduca|||||2102668041
C937793 |Alebrto||Burton-horton|184161904||||7608143174
C937792 |Virignia|M|Biango|69607755|1953|12|5|5304441628
C937791 |Laurinad|R|Davidson|||||5614758313
C937790 |Hazel|J|Skrbin|104888361|1924|||5594562238
C937789 |Daniel||Duran|135756346|1912|12|27|7721782548
C937788 |C||Oliver|110994356||||8707122721
C937787 |Wesley|M|Sauls||1900|4|24|8314278363
C937786 |Kathleen|B|Gravatt|53234491||||8053874445
C937785 |Marc|W|Samll|85964467||||4242320703
C937784 |Bruec|C|Morse|129470350|1960|9|26|6192031187
C937783 |Jayhugh||Ramirez||1958|||9045236210
C937782 |Miguel||C|77591319||||5611712820
C937781 |Rodney|L|Greene|164041564||||8635776768
C937780 |Carlos|E|Cribsb|9539829||||4093008557
C937779 |Fay|P|Young|165746987|1900|||8702023340
C937778 |Patricia|A|Shinholster|142709791||||8171431680
C937777 |Matthew||Mcgugin|73809666||||4793474510
C937776 |Sara|M|Lnu|||||5596683111
C937775 |M|A|Kennedy|151217345|1960|||5594465048
C937774 |Steven||Hernandez||1930|6|28|2815846456
C937773 |Tad|M|Carmoyd|144978114||||9168575116
C937772 |Linda||Singh|20214070||||2096150621
C937771 |R|M|Awibel|22701474||||9728640202
C937770 |Marge|C|H|84908525||||8135134853
C937769 |Dwayne||Anchante|||||8507132550
C937768 |Aniat||Dlavis|192486088|1906050|||2147774167
C937767 |Inez||Mccormick|32807561||||9547303577
C937766 |Edward|C|Miellk|112593145||||8172533564
C937765 |Carmenelisa|A|Stuart|88497613||||6261855526
C937764 |Ganes||Nabizaadh|36082727|1927|6|7|9042385231
C937763 |A|A|Hammond|61117722|1970012|||2394478534
C937762 |Eric|D|Grays|||||3056385640
C937761 |Marlene|G|Vasquez|2698345||||7141201824
C937760 |Tomas|A|Wallace|39842786|1901|10|25|7071878747
C937759 |John|L|Mason|76611504||||5591438676
C937758 |Kendra|J|Hughes|135441419|1937|3|17|9547826440
C937757 |Nancy|L|Clifton|118490013||||7147808350
C937756 |Magno|L|G|169966465||||8133866636
C937755 |Arvert|S|Johson|61035977||||8184817101
C937754 |Brianna|L|Gonzales|150439731||||4792376807
C937753 |D||Karami|193299954||||9723445028
C937752 |Agnes|G|Tsephenson|||||7275566028
C937751 |Dustin||Silva|98804146||||9155644020
C937750 |David|B|Petty|||||9097607461
C937749 |Jose|J|Heidenrecih|130149699|1946|||9097340780
C937748 |Alfredo|R|C|166369448||||9168663851
C937747 ||R|Morales|29933283||||8175461624
C937746 |Elaine|S|Speulveda|192032356|1956|10|31|6191224248
C937745 |Donald||Hunter|10716464||||9155012234
C937744 |Princess||Mayorga|62407766|1954|||9728638175
C937743 |Ramon|N|Mcdowell|67624024|1965|2|10|9047831402
C937742 |Jonh|D|R|172845780||||9167588337
C937741 |Stacye|A|Painkin|58414171||||3525241516
C937740 |Guillermina||Heerden|||||3527331133
C937739 |Aelxa|R|Ormonde|5133798||||5121406278
C937738 |Sandra|I|Odriguez|76527352||||9046528216
C937737 |Manuel||Simmons|15094684|1980|10|24|2392033547
C937736 |Mariah||Zatarain|||||8183301553
C937735 |Rachel||Saavedra|153123663||||4797620662
C937734 |Lori||Davis|18445112|1901|8|8|3217187501
C937733 |Mariah|M|Savoy|45415089|1900|1|1|9092360137
C937732 |Theresa|Y|Burs|120121230|1946|7|20|3525031188
C937731 |Nonito|G|Ymatt|||||9047852558
C937730 |Shirley|A|Glover|155455175||||4241082757
C937729 |Mitchell||Sanders|22190794||||6266350464
C937728 |Tommy|J|Tabernre|101918534|1936|1|26|9036426435
C937727 |Dexter|M|Kovatsi|||||6193526756
C937726 |Michel|K|Nielsen|46892696||||3525786716
C937725 |Claudia|L|Lewis|61771467|1910022|||6612671463
C937724 |Luis|V|Cruz|16880672||||5627534017
C937723 |Maritza|L|Preston||1929112|||7605713331
C937722 |G||Flores|||||9031780164
C937721 |Alberto|J|Hibler|125119708||||7138622318
C937720 |Pauline|R|Grant|114908131||||8703700676
C937719 |Mohammed||Czepas|127260809||||5618512285
C937718 |Marino|E|Harrington|37275990||||3052708545
C937717 |Martha|E|Brown|||||5616571101
C937716 |||Bardina|71544086||||9093847248
C937715 |Step|M|Baker|149855222|1956|9|9|4073771532
C937714 |Mindi|D|Pruhneda|77751850||||6195407165
C937713 |Kenneth|D|Green|915989617|1932|||6614684473
C937712 |Jeffrey|L|Pierce|14795367||||3055345106
C937711 |Matthew|A|Ramirez|||||2394667376
C937710 |Beck|J|Mccaffery|94475897||||9038600321
C937709 |||Grinsdtaff|||||9166366877
C937708 |Tamaar||Vela-vasquez|177426584|1955041|||8135488518
C937707 |Priscilla|J|Rubalcava|16622936|1977|7|10|3866762335
C937706 |Michael|D|Nichols|89979126||||7133681255
C937705 |Mario|D|Stewart-pendle|54727726||||7726323150
C937704 |Sylvia|L|Arsenault|189618704|1915|||8185415724
C937703 |E|J|Doerr||1980|||2097064878
C937702 ||F|Stroupe|170636299||||5012720145
C937701 |Mark|B|Ledahl|179590239||||2106016571
